StationName,SiteCode,Latitude,Longitude,Datum
County_MS4-SDG-150_San Dieguito River,CT_MS4-SDG-150,33.08871,-117.08974,NR
County_MS4-SWT-004_Sweetwater River,CT_MS4-SWT-004,32.66547,-117.03477,NR
County_MS4-SWT-005_Sweetwater River,CT_MS4-SWT-005,32.66489,-117.04014,NR
County_MS4-SWT-006_Sweetwater River,CT_MS4-SWT-006,32.66863,-117.03158,NR
County_MS4-SWT-008_Sweetwater River,CT_MS4-SWT-008,32.6795,-117.01602,NR
County_MS4-SWT-014_Sweetwater River,CT_MS4-SWT-014,32.6718,-117.01215,NR
County_MS4-SWT-011_Sweetwater River,CT_MS4-SWT-011,32.67729,-117.02497,NR
County_MS4-SWT-012_Sweetwater River,CT_MS4-SWT-012,32.66823,-117.02385,NR
County_MS4-SWT-016_Sweetwater River,CT_MS4-SWT-016,32.67617,-117.00773,NR
County_MS4-SWT-018_Sweetwater River,CT_MS4-SWT-018,32.66906,-117.01731,NR
County_MS4-SWT-019_Sweetwater River,CT_MS4-SWT-019,32.66734,-117.02193,NR
County_MS4-SWT-020_Sweetwater River,CT_MS4-SWT-020,32.66686,-117.02321,NR
County_MS4-SWT-036_Sweetwater River,CT_MS4-SWT-036,32.73461,-117.00817,NR
County_MS4-SWT-021_Sweetwater River,CT_MS4-SWT-021,32.66561,-117.02409,NR
County_MS4-SWT-215_Sweetwater River,CT_MS4-SWT-215,32.85832,-116.61379,NR
County_MS4-SWT-023_Sweetwater River,CT_MS4-SWT-023,32.65221,-117.04956,NR
County_MS4-SWT-024_Sweetwater River,CT_MS4-SWT-024,32.64838,-117.05542,NR
County_MS4-SWT-030_Sweetwater River,CT_MS4-SWT-030,32.72662,-116.9835,NR
County_MS4-SWT-032_Sweetwater River,CT_MS4-SWT-032,32.71818,-116.97478,NR
County_MS4-SWT-033_Sweetwater River,CT_MS4-SWT-033,32.71584,-116.97657,NR
County_MS4-SWT-035_Sweetwater River,CT_MS4-SWT-035,32.70735,-116.98614,NR
County_MS4-SWT-040_Sweetwater River,CT_MS4-SWT-040,32.70757,-117.00591,NR
County_MS4-SWT-049_Sweetwater River,CT_MS4-SWT-049,32.74905,-116.98743,NR
County_MS4-SWT-053_Sweetwater River,CT_MS4-SWT-053,32.75661,-116.98744,NR
County_MS4-SWT-055_Sweetwater River,CT_MS4-SWT-055,32.74139,-117.01119,NR
County_MS4-SWT-163_Sweetwater River,CT_MS4-SWT-163,32.73996,-116.91259,NR
County_MS4-SWT-060_Sweetwater River,CT_MS4-SWT-060,32.74762,-116.98854,NR
County_MS4-SWT-232_Sweetwater River,CT_MS4-SWT-232,32.70636,-117.01191,NR
County_MS4-SWT-068_Sweetwater River,CT_MS4-SWT-068,32.75015,-116.96218,NR
County_MS4-SWT-071_Sweetwater River,CT_MS4-SWT-071,32.75284,-116.96836,NR
County_MS4-SWT-076_Sweetwater River,CT_MS4-SWT-076,32.7488,-116.93919,NR
County_MS4-SWT-077_Sweetwater River,CT_MS4-SWT-077,32.74433,-116.92306,NR
County_MS4-SWT-078_Sweetwater River,CT_MS4-SWT-078,32.75748,-116.94309,NR
County_MS4-SWT-133_Sweetwater River,CT_MS4-SWT-133,32.83429,-116.81804,NR
County_MS4-SWT-150_Sweetwater River,CT_MS4-SWT-150,32.74729,-116.96202,NR
County_MS4-SWT-152_Sweetwater River,CT_MS4-SWT-152,32.7146,-116.99124,NR
County_MS4-SWT-153_Sweetwater River,CT_MS4-SWT-153,32.71304,-117.00607,NR
County_MS4-SWT-155_Sweetwater River,CT_MS4-SWT-155,32.72681,-116.9711,NR
County_MS4-SWT-161_Sweetwater River,CT_MS4-SWT-161,32.74187,-116.91564,NR
County_MS4-SWT-162_Sweetwater River,CT_MS4-SWT-162,32.7412,-116.91841,NR
County_MS4-SWT-233_Sweetwater River,CT_MS4-SWT-233,32.71008,-117.01344,NR
County_MS4-SWT-242_Sweetwater River,CT_MS4-SWT-242,32.74273,-116.93391,NR
County_MS4-SWT-234_Sweetwater River,CT_MS4-SWT-234,32.68959,-117.01472,NR
County_MS4-SWT-235_Sweetwater River,CT_MS4-SWT-235,32.75674,-116.91961,NR
County_MS4-SWT-236_Sweetwater River,CT_MS4-SWT-236,32.76605,-116.91853,NR
County_MS4-SWT-238_Sweetwater River,CT_MS4-SWT-238,32.74407,-116.91891,NR
County_MS4-SWT-239_Sweetwater River,CT_MS4-SWT-239,32.74624,-116.91493,NR
County_MS4-SWT-240_Sweetwater River,CT_MS4-SWT-240,32.75015,-116.92701,NR
County_MS4-SWT-241_Sweetwater River,CT_MS4-SWT-241,32.75294,-116.92772,NR
County_MS4-SWT-244_Sweetwater River,CT_MS4-SWT-244,32.74408,-116.90702,NR
County_MS4-TIJ-003_Tijuana River,CT_MS4-TIJ-003,32.83939,-116.52697,NR
Del Mar_S-01_Penasquitos,DM_S-01,33.0,-117.0,NR
Del Mar_S-02_San Dieguito River,DM_S-02,33.0,-117.0,NR
Del Mar_S-03_San Dieguito River,DM_S-03,33.0,-117.0,NR
Del Mar_S-05_San Dieguito River,DM_S-05,33.0,-117.0,NR
Del Mar_S-11_San Dieguito River,DM_S-11,32.0,-117.0,NR
Del Mar_S-12_Penasquitos,DM_S-12,33.0,-117.0,NR
Del Mar_S-04_San Dieguito River,DM_S-04,33.0,-117.0,NR
Del Mar_S-06_San Dieguito River,DM_S-06,33.0,-117.0,NR
Del Mar_S-07_San Dieguito River,DM_S-07,33.0,-117.0,NR
Del Mar_S-09_San Dieguito River,DM_S-09,33.0,-117.0,NR
Del Mar_S-13_San Dieguito River,DM_S-13,33.0,-117.0,NR
Del Mar_S-14_San Dieguito River,DM_S-14,33.0,-117.0,NR
Del Mar_S-16_San Dieguito River,DM_S-16,33.0,-117.0,NR
EN_243SWOUTL_Carlsbad,EN_243SWOUTL,33.06261,-117.28006,NR
EN_1100SWOUTL_Carlsbad,EN_1100SWOUTL,33.06411,-117.26292,NR
EN_1214SWOUTL_Carlsbad,EN_1214SWOUTL,33.06344,-117.25196,NR
EN_2627SWOUTL_Carlsbad,EN_2627SWOUTL,33.05856,-117.21569,NR
EN_1672SWOUTL_Carlsbad,EN_1672SWOUTL,33.02114,-117.28265,NR
EN_2186SWOUTL_Carlsbad,EN_2186SWOUTL,33.08519,-117.29208,NR
EN_2283SWOUTL_Carlsbad,EN_2283SWOUTL,33.01683,-117.26889,NR
EN_3063SWOUTL_Carlsbad,EN_3063SWOUTL,33.04854,-117.29397,NR
EN_3064SWOUTL_Carlsbad,EN_3064SWOUTL,33.0485,-117.29396,NR
EN_357SWOUTL_Carlsbad,EN_357SWOUTL,33.06452,-117.21957,NR
EN_374SWOUTL_Carlsbad,EN_374SWOUTL,33.04834,-117.29828,NR
EN_376SWOUTL_Carlsbad,EN_376SWOUTL,33.04829,-117.29827,NR
EN_466SWOUTL_Carlsbad,EN_466SWOUTL,33.05089,-117.22795,NR
EN_467SWOUTL_Carlsbad,EN_467SWOUTL,33.05088,-117.22796,NR
EN_469SWOUTL_Carlsbad,EN_469SWOUTL,33.05149,-117.22876,NR
EN_470SWOUTL_Carlsbad,EN_470SWOUTL,33.05147,-117.22877,NR
EN_471SWOUTL_Carlsbad,EN_471SWOUTL,33.05146,-117.22878,NR
EN_502SWOUTL_Carlsbad,EN_502SWOUTL,33.06531,-117.25267,NR
EN_472SWOUTL_Carlsbad,EN_472SWOUTL,33.05144,-117.22879,NR
EN_518SWOUTL_Carlsbad,EN_518SWOUTL,33.05695,-117.21057,NR
EN_81SWOUTL_Carlsbad,EN_81SWOUTL,33.01813,-117.2815,NR
EN_75SWOUTL_Carlsbad,EN_75SWOUTL,33.018108,-117.281663,NR
EN_88SWOUTL_Carlsbad,EN_88SWOUTL,33.02077,-117.28298,NR
Escondido_ESC_151_Carlsbad,ES_ESC_151,33.10688,-117.11652,NR
Escondido_FEL_001_San Dieguito River,ES_FEL_001,33.09254,-117.08397,NR
Escondido_HDG_101_San Dieguito River,ES_HDG_101,33.07679,-117.06986,NR
Escondido_HDG_102_San Dieguito River,ES_HDG_102,33.06951,-117.071356,WGS84
Escondido_HDG_103_San Dieguito River,ES_HDG_103,33.09288,-117.11588,NR
Escondido_NCT_101_Carlsbad,ES_NCT_101,33.11753,-117.09139,NR
Escondido_NCT_102_Carlsbad,ES_NCT_102,33.11788,-117.09177,NR
Imperial Beach_D_Otay River,IB_D ,32.58696,-117.1209,NR
Imperial Beach_E1A_Tijuana River,IB_E1A,33.0,-117.0,NR
Imperial Beach_E1B_Tijuana River,IB_E1B,33.0,-117.0,NR
"Imperial Beach_F, E1A, E1B_Tijuana River",IB_F_E1A_E1B,32.57282,-117.1231,NR
Imperial Beach_F_Tijuana River,IB_F,33.0,-117.0,NR
Imperial Beach_G_Otay River,IB_G,32.59062,-117.11863,NR
Imperial Beach_H_Otay River,IB_H,33.0,-117.0,NR
Imperial Beach_K _Otay River,IB_K ,33.0,-117.0,NR
Imperial_Beach_H15A_Otay River,IB_H15A,32.59062,-117.11863,NR
Lemon Grove_57_Pueblo San Diego,LG_Site 57,32.73501,-117.05688,NR
La Mesa_OF-UNI-1_Pueblo San Diego,LM_OF-UNI-1,32.75466,-117.04326,NR
Lemon Grove_65_Pueblo San Diego,LG_Site 65,32.72395,-117.03828,NR
Lemon Grove_68_Pueblo San Diego,LG_Site 68,32.72431,-117.03903,NR
Lemon Grove_Site 69_Pueblo San Diego,LG_Site 69,32.7347,-117.05626,WGS84
NC_13A_Pueblo San Diego,NC_13A,33.0,-117.0,NR
NC_32_Sweetwater River,NC_32,33.0,-117.0,NR
NC_433_Pueblo San Diego,NC_433,32.68607,-117.10061,NR
NC_436_Pueblo San Diego,NC_436,32.68524,-117.10039,NR
NC_43B_Pueblo San Diego,NC_43B,32.65496,-117.10223,NR
NC_469_Pueblo San Diego,NC_469,32.67802,-117.10911,NR
NC_47A-1_Pueblo San Diego,NC_47A-1,32.65857,-117.1064,NR
NC_510_Pueblo San Diego,NC_510,32.67697,-117.08255,NR
NC_735_Sweetwater River,NC_735,32.65292,-117.09848,NR
NC_737_Sweetwater River,NC_737,32.65185,-117.10219,NR
NC_744_Sweetwater River,NC_744,32.65425,-117.09377,NR
NC_745_Sweetwater River,NC_745,32.6551,-117.09157,NR
NC_746_Sweetwater River,NC_746,32.65551,-117.09063,NR
NC_752_Sweetwater River,NC_752,32.65727,-117.07166,NR
NC_755_Pueblo San Diego,NC_755,32.67614,-117.08504,NR
NC_757_Pueblo San Diego,NC_757,32.68076,-117.07346,NR
NC_761_Pueblo San Diego,NC_761,32.689,-117.06776,NR
NC_762_Pueblo San Diego,NC_762,32.67344,-117.09848,NR
NC_770_Pueblo San Diego,NC_770,32.66974,-117.10247,WGS84
NC_775_Pueblo San Diego,NC_775,32.66158,-117.10284,NR
"PO_286-1755, 3_Penasquitos",PO_286-1755_3,32.95467,-117.04841,WGS84
"PO_286-1767, 1_Penasquitos",PO_286-1767_1,32.95935,-117.00219,NR
Poway_106_Penasquitos,PO_106,33.0,-117.0,NR
Poway_130_San Dieguito River,PO_130,33.0,-117.0,NR
Poway_140_San Dieguito River,PO_140,33.0,-117.0,NR
"Poway_278-1749, 1_Penasquitos","PO_278-1749, 1",32.93307,-117.05789,NR
"Poway_278-1749, 2_Penasquitos","PO_278-1749, 2",32.93536,-117.06092,NR
"Poway_290-1755, 2_Penasquitos","PO_290-1755, 2",32.96929,-117.03764,NR
"Poway_278-1755, 1_Penasquitos","PO_278-1755, 1",32.93285,-117.0407,NR
"Poway_278-1761, 1_Penasquitos","PO_278-1761, 1",32.93447,-117.02126,NR
"Poway_282-1743, 1(W)_Penasquitos","PO_282-1743, 1(W)",32.94927,-117.0727,NR
"Poway_282-1749, 1_Penasquitos","PO_282-1749, 1",32.94269,-117.06478,NR
"Poway_298-1761, 1_Penasquitos","PO_298-1761, 1",32.98899,-117.02447,NR
"Poway_282-1749, 2_Penasquitos","PO_282-1749, 2",32.9486,-117.0618,NR
"Poway_282-1749, 4(N)_Penasquitos","PO_282-1749, 4(N)",32.94988,-117.05261,NR
"Poway_282-1749, 4(S)_Penasquitos","PO_282-1749, 4(S)",32.94416,-117.05525,NR
"Poway_282-1749, 6_Penasquitos","PO_282-1749, 6",32.94978,-117.05848,NR
PT_2185.1_Sweetwater River,PT_2185.1,32.62192,-117.10044,NR
"Poway_286-1749, 1_Penasquitos","PO_286-1749, 1",32.95327,-117.05702,NR
"Poway_286-1755, 1A_Penasquitos","PO_286-1755, 1A",32.95636,-117.0405,NR
"Poway_286-1755, 2_Penasquitos","PO_286-1755, 2",NaN,NaN,NR
"Poway_286-1761, 1_Penasquitos","PO_286-1761, 1",32.95356,-117.01888,NR
"Poway_286-1761, 2_Penasquitos","PO_286-1761, 2",32.95367,-117.01839,NR
"Poway_290-1749, 1_Penasquitos","PO_290-1749, 1",32.96604,-117.06144,NR
"Poway_290-1749, 2_Penasquitos","PO_290-1749, 2",32.97025,-117.06161,NR
"Poway_290-1749, 3_Penasquitos","PO_290-1749, 3",32.95701,-117.06146,NR
"Poway_290-1755, 1_Penasquitos","PO_290-1755, 1",32.96718,-117.04047,NR
"Poway_294-1749, 2_Penasquitos","PO_294-1749, 2",NaN,NaN,NR
"Poway_294-1749, 3_Penasquitos","PO_294-1749, 3",32.97375,-117.06136,NR
"Poway_294-1749, 4_Penasquitos","PO_294-1749, 4",NaN,NaN,NR
"Poway_298-1749, 4_Penasquitos","PO_298-1749, 4",32.99228,-117.05784,NR
"Poway_294-1761, 1_Penasquitos","PO-294-1761, 1",32.98176,-117.02505,NR
"Poway_294-1761, 2_Penasquitos","PO_294-1761, 2",32.9768,-117.02336,NR
"Poway_294-1761, 3_Penasquitos","PO_294-1761, 3",32.97709,-117.01987,NR
"Poway_298-1749, 1_Penasquitos","PO_298-1749, 1",32.98466,-117.05951,NR
"Poway_298-1749, 2_Penasquitos","PO_298-1749, 2",32.98552,-117.05895,NR
"Poway_298-1749, 3_Penasquitos","PO_298-1749, 3",32.98675,-117.05871,NR
"Poway_298-1749, 5_Penasquitos","PO_298-1749, 5",32.99311,-117.05782,NR
Poway_53_San Dieguito River,PO_53,33.0,-117.0,NR
"Poway_302-1761, 1A_San Dieguito River","PO_302-1761, 1A",33.00266,-117.0292,NR
PT_2172.1_Sweetwater River,PT_2172.1,32.62561,-117.10192,NR
"Poway_302-1761, 2_San Dieguito River","PO_302-1761, 2",33.0027,-117.02393,NR
"Poway_306-1749, 1_San Dieguito River","PO_306-1749, 1",33.00705,-117.05046,NR
"Poway_306-1755, 1(E)_San Dieguito River","PO_306-1755, 1(E)",33.01563,-117.04274,NR
"Poway_306-1755, 1(W)_San Dieguito River","PO_306-1755, 1(W)",33.01373,-117.04587,NR
"Poway_306-1761, 1_San Dieguito River","PO_306-1761, 1",NaN,NaN,NR
"Poway_310-1749, 1_San Dieguito River","PO_310-1749, 1",33.01495,-117.04989,NR
PT_2419.1_Pueblo San Diego,PT_2419.1,32.70977,-117.17226,NR
"Poway_310-1749, 3_San Dieguito River","PO_310-1749, 3",33.01665,-117.04955,NR
"Poway_310-1755, 1_San Dieguito River","PO_310-1755, 1",33.02013,-117.04588,NR
"Poway_310-1755, 2_San Dieguito River","PO_310-1755, 2",33.01852,-117.04645,NR
Poway_54_San Dieguito River,PO_54,33.0,-117.0,NR
PT_1109.1_Pueblo San Diego,PT_1109.1,32.72728,-117.19503,NR
PT_1138.1_Pueblo San Diego,PT_1138.1,32.72822,-117.19894,NR
PT_1170.1_Pueblo San Diego,PT_1170.1,32.72828,-117.18466,NR
PT_1172.1_Pueblo San Diego,PT_1172.1,32.72852,-117.18614,NR
PT_1262.1_Pueblo San Diego,PT_1262.1,32.72482,-117.22469,NR
PT_1271.1_Pueblo San Diego,PT_1271.1,32.72725,-117.17675,NR
PT_1277.1_Pueblo San Diego,PT_1277.1,32.7266,-117.17522,NR
PT_2162.1_Sweetwater River,PT_2162.1,32.62058,-117.09745,NR
PT_2168.1_Sweetwater River,PT_2168.1,32.6493,-117.1115,NR
PT_2428.1_Pueblo San Diego,PT_2428.1,32.70993,-117.17234,NR
PT_2486_Pueblo San Diego,PT_2486,32.72872,-117.20071,NR
PT_2785.1_Pueblo San Diego,PT_2785.1,32.72874,-117.202,NR
PT_2914.1_Pueblo San Diego,PT_2914.1,32.69557,-117.15019,NR
PT_2941.1_Sweetwater River,PT_2941.1,32.62753,-117.10733,NR
PT_CSD145_Pueblo San Diego,PT_CSD145,32.71888,-117.2314,NR
PT_C1-16.1_Otay River,PT_C1-16.1,32.69866,-117.1684,NR
PT_C3-2.1_Otay River,PT_C3-2.1,32.69696,-117.16555,NR
PT_CSD213_Pueblo San Diego,PT_CSD213,32.70573,-117.16362,NR
PT_CST005.1_Pueblo San Diego,PT_CST005.1,32.71746,-117.17652,NR
PT_CV1-1.1_Sweetwater River,PT_CV1-1.1,32.62953,-117.10834,NR
PT_CV1-2_Sweetwater River,PT_CV1-2,32.63139,-117.10439,NR
PT_E10-18.1_Pueblo San Diego,PT_E10-18.1,32.70641,-117.16439,NR
PT_E10-19.1_Pueblo San Diego,PT_E10-19.1,32.70533,-117.16284,NR
PT_E1-1.1_Pueblo San Diego,PT_E1-1.1,32.72745,-117.17833,NR
PT_E1-2.1_Pueblo San Diego,PT_E1-2.1,32.7274,-117.17718,NR
PT_E1-3.1_Pueblo San Diego,PT_E1-3.1,32.72702,-117.17587,NR
PT_E4-1.1_Pueblo San Diego,PT_E4-1.1,32.72289,-117.17345,NR
PT_HI5-3_Pueblo San Diego,PT_HI5-3,32.72814,-117.18633,NR
PT_E6-12.1_Pueblo San Diego,PT_E6-12.1,32.70946,-117.17213,NR
PT_HI3-2.1_Pueblo San Diego,PT_HI3-2.1,32.72871,-117.20476,NR
PT_HI5-2_Pueblo San Diego,PT_HI5-2,32.72841,-117.18525,NR
PT_IB1-5.1_Otay River,PT_IB1-5.1,32.58391,-117.13281,NR
PT_IB1-6.1_Otay River,PT_IB1-6.1,32.58097,-117.13265,NR
PT_NC5-1.1_Sweetwater River,PT_NC5-1.1,32.65758,-117.1181,NR
PT_NCMT004.1_Sweetwater River,PT_NCMT004.1,32.65708,-117.12038,NR
PT_NCMT026.1_Sweetwater River,PT_NCMT026.1,32.65258,-117.12087,NR
PT_NCMT028.1_Sweetwater River,PT_NCMT028.1,32.65166,-117.12064,NR
PT_NCMT030.1_Pueblo San Diego,PT_NCMT030.1,32.65074,-117.12033,NR
PT_NCMT032.1_Sweetwater River,PT_NCMT032.1,32.64871,-117.11995,NR
PT_NCMT033.1_Sweetwater River,PT_NCMT033.1,32.6479,-117.11975,NR
PT_NCMT034.1_Sweetwater River,PT_NCMT034.1,32.64801,-117.11825,NR
PT_NCMT035.1_Sweetwater River,PT_NCMT035.1,32.64819,-117.11788,NR
PT_NCMT1003.1_Sweetwater River,PT_NCMT1003.1,32.65224,-117.12082,NR
PT_T4-3.1_Pueblo San Diego,PT_T4-3.1,32.69662,-117.15177,NR
PT_NCMT1008.1_Sweetwater River,PT_NCMT1008.1,32.64823,-117.11769,NR
PT_SI1-1.1_Pueblo San Diego,PT_SI1-1.1,32.72444,-117.22669,NR
PT_SI5-13.1_Pueblo San Diego,PT_SI5-13.1,32.7215,-117.22781,NR
PT_SI5-14.1_Pueblo San Diego,PT_SI5-14.1,32.72217,-117.22762,NR
PT_T1-2.1_Pueblo San Diego,PT_T1-2.1,32.70185,-117.15783,NR
PT_T4-2.1_Pueblo San Diego,PT_T4-2.1,32.6969,-117.15261,NR
PT_T4-4.1_Pueblo San Diego,PT_T4-4.1,32.69694,-117.15186,NR
San Diego_DW1184_San Dieguito River,SD_DW1184,32.96753,-117.18992,NR
San Diego_DW0024_Penasquitos,SD_DW0024,32.92319,-117.14947,NR
San Diego_DW0033_San Dieguito River,SD_DW0033,32.97831,-117.24773,NR
San Diego_DW0037_Penasquitos,SD_DW0037,32.94293,-117.21227,NR
SA_944_San Diego River,SA_944,32.85692,-116.97603,NR
San Diego_DW0001_San Dieguito River,SD_DW0001,33.05223,-117.06648,NR
San Diego_DW0005_San Dieguito River,SD_DW0005,33.04143,-117.07826,NR
San Diego_DW0017_Penasquitos,SD_DW0017,32.96954,-117.1383,NR
San Diego_DW0025_Penasquitos,SD_DW0025,32.92164,-117.14905,NR
San Diego_DW0027_Penasquitos,SD_DW0027,32.90409,-117.1568,NR
San Diego_DW0029_Penasquitos,SD_DW0029,32.91006,-117.18832,NR
San Diego_DW0030_Penasquitos,SD_DW0030,32.89081,-117.19461,NR
San Diego_DW0031-UP1_Penasquitos,SD_DW0031-UP1,32.89081,-117.18433,NR
San Diego_DW0032_Penasquitos,SD_DW0032,32.89707,-117.22001,NR
San Diego_DW0034_Penasquitos,SD_DW0034,32.94366,-117.24016,NR
San Diego_DW0036_Penasquitos,SD_DW0036,32.943,-117.2131,NR
San Diego_DW0043_Penasquitos,SD_DW0043,32.9055,-117.22882,NR
San Diego_DW0053_Penasquitos,SD_DW0053,32.83938,-117.28185,NR
San Diego_DW0064_Penasquitos,SD_DW0064,32.88284,-117.17248,NR
San Diego_DW0066_Penasquitos,SD_DW0066,32.84057,-117.16789,NR
San Diego_DW0104_Penasquitos,SD_DW0104,32.80961,-117.21951,NR
San Diego_DW0107_Penasquitos,SD_DW0107,32.80861,-117.17597,NR
San Diego_DW0120_Pueblo San Diego,SD_DW0120,32.74385,-117.0802,NR
San Diego_DW0121_Pueblo San Diego,SD_DW0121,32.74102,-117.1439,NR
San Diego_DW0122_Pueblo San Diego,SD_DW0122,32.73849,-117.11938,NR
San Diego_DW0123_Pueblo San Diego,SD_DW0123,32.74527,-117.11692,NR
San Diego_DW0124_Pueblo San Diego,SD_DW0124,32.74061,-117.10195,NR
San Diego_DW0125_Pueblo San Diego,SD_DW0125,32.73985,-117.10449,NR
San Diego_DW0148_Penasquitos,SD_DW0148,32.83417,-117.28157,NR
San Diego_DW0149_Penasquitos,SD_DW0149,32.83005,-117.28069,NR
San Diego_DW0152_Penasquitos,SD_DW0152,32.81183,-117.27011,NR
San Diego_DW0153_Penasquitos,SD_DW0153,32.80804,-117.26534,NR
San Diego_DW0155_Penasquitos,SD_DW0155,32.80354,-117.26052,NR
San Diego_DW0156_Penasquitos,SD_DW0156,32.79984,-117.25853,NR
San Diego_DW0158-UP1_Penasquitos,SD_DW0158-UP1,32.79158,-117.24803,NR
San Diego_DW0159-UP1_Penasquitos,SD_DW0159-UP1,32.79163,-117.24415,NR
San Diego_DW0315_Pueblo San Diego,SD_DW0315,32.70949,-117.07968,NR
San Diego_DW0160_Penasquitos,SD_DW0160,32.79648,-117.22821,NR
San Diego_DW0162-UP1_Penasquitos,SD_DW0162-UP1,32.78301,-117.25087,NR
San Diego_DW0166_Penasquitos,SD_DW0166,32.76715,-117.23223,NR
San Diego_DW0167_Penasquitos,SD_DW0167,32.77686,-117.21115,NR
San Diego_DW0170_Pueblo San Diego,SD_DW0170,32.72591,-117.25677,NR
San Diego_DW0892_San Dieguito River,SD_DW0892,33.00213,-117.09009,NR
San Diego_DW0171_Penasquitos,SD_DW0171,32.77145,-117.20434,NR
San Diego_DW0174_Penasquitos,SD_DW0174,32.77514,-117.19411,NR
San Diego_DW0901_Penasquitos,SD_DW0901,32.91851,-117.07792,NR
San Diego_DW0176_Penasquitos,SD_DW0176,32.77755,-117.18396,NR
San Diego_DW0177_Penasquitos,SD_DW0177,32.77842,-117.18353,NR
San Diego_DW0179_Pueblo San Diego,SD_DW0179,32.69951,-117.03571,NR
San Diego_DW0182-UP1_Pueblo San Diego,SD_DW0182-UP1,32.70721,-117.03782,NR
San Diego_DW0182-UP2_Pueblo San Diego,SD_DW0182-UP2,32.70749,-117.03644,NR
San Diego_DW0193_Pueblo San Diego,SD_DW0193,32.72169,-117.09965,NR
San Diego_DW0202_Pueblo San Diego,SD_DW0202,32.69116,-117.11756,NR
San Diego_DW0205_Pueblo San Diego,SD_DW0205,32.70597,-117.121,NR
San Diego_DW0206_Pueblo San Diego,SD_DW0206,32.70662,-117.12126,NR
San Diego_DW0207_Pueblo San Diego,SD_DW0207,32.711,-117.12136,NR
San Diego_DW0216_Otay River,SD_DW0216,32.58743,-117.07024,NR
San Diego_DW0219_Otay River,SD_DW0219,32.58908,-117.06097,NR
San Diego_DW0223_Tijuana River,SD_DW0223,32.56265,-117.08817,NR
San Diego_DW0224_Tijuana River,SD_DW0224,32.56458,-117.10139,NR
San Diego_DW0225-UP1_Otay River,SD_DW0225-UP1,32.57607,-117.08848,NR
San Diego_DW0236_Sweetwater River,SD_DW0236,32.67033,-117.04738,NR
San Diego_DW0247_Penasquitos,SD_DW0247,32.96909,-117.09382,NR
San Diego_DW0252_Penasquitos,SD_DW0252,32.93828,-117.10927,NR
San Diego_DW0266-UP1_Penasquitos,SD_DW0266-UP1,32.90345,-117.16399,NR
San Diego_DW0268-UP1_Penasquitos,SD_DW0268-UP1,32.90213,-117.13963,NR
San Diego_DW0270_Penasquitos,SD_DW0270,32.90363,-117.12889,NR
San Diego_DW0273_Penasquitos,SD_DW0273,32.81917,-117.22407,NR
San Diego_DW0281-UP1_Penasquitos,SD_DW0281-UP1,32.94781,-117.20851,NR
San Diego_DW0284_San Dieguito River,SD_DW0284,32.96657,-117.21472,NR
San Diego_DW0288_San Dieguito River,SD_DW0288,32.98391,-117.13149,NR
San Diego_DW0290_Penasquitos,SD_DW0290,32.94187,-117.11442,NR
San Diego_DW0302_Penasquitos,SD_DW0302,32.91386,-117.17438,NR
San Diego_DW0304_Tijuana River,SD_DW0304,32.54899,-116.99108,NR
San Diego_DW0308_Penasquitos,SD_DW0308,32.9107,-117.1899,NR
San Diego_DW0312_Pueblo San Diego,SD_DW0312,32.70713,-117.09348,NR
San Diego_DW0317_San Dieguito River,SD_DW0317,33.03057,-117.08524,NR
San Diego_DW0320_Pueblo San Diego,SD_DW0320,32.6961,-117.122,NR
San Diego_DW0332_San Dieguito River,SD_DW0332,33.01393,-117.14438,NR
San Diego_DW0333_San Dieguito River,SD_DW0333,33.01192,-117.14565,NR
San Diego_DW0336_San Dieguito River,SD_DW0336,33.00489,-117.14439,NR
San Diego_DW0353_Penasquitos,SD_DW0353,32.91149,-117.10614,NR
San Diego_DW0366_Pueblo San Diego,SD_DW0366,32.71912,-117.07549,NR
San Diego_DW0375_Penasquitos,SD_DW0375,32.92349,-117.21081,NR
San Diego_DW0376_Penasquitos,SD_DW0376,32.92359,-117.21042,NR
San Diego_DW0381_Pueblo San Diego,SD_DW0381,32.69484,-117.12318,NR
San Diego_DW0392_Penasquitos,SD_DW0392,32.8323,-117.17896,NR
San Diego_DW0396_Penasquitos,SD_DW0396,32.797,-117.21192,NR
San Diego_DW0400_Penasquitos,SD_DW0400,32.78435,-117.20925,NR
San Diego_DW0402_Penasquitos,SD_DW0402,32.95021,-117.1978,NR
San Diego_DW0406_Penasquitos,SD_DW0406,32.85916,-117.25608,NR
San Diego_DW0407_Penasquitos,SD_DW0407,32.85562,-117.25819,NR
San Diego_DW0412-UP1_Penasquitos,SD_DW0412-UP1,32.8482,-117.26514,NR
San Diego_DW0417_Penasquitos,SD_DW0417,32.80457,-117.22322,NR
San Diego_DW0422_Penasquitos,SD_DW0422,32.93138,-117.20519,NR
San Diego_DW0426_Penasquitos,SD_DW0426,32.89053,-117.16874,NR
San Diego_DW0428_Penasquitos,SD_DW0428,32.89142,-117.15572,NR
San Diego_DW0429_Penasquitos,SD_DW0429,32.89021,-117.15368,NR
San Diego_DW0435_Penasquitos,SD_DW0435,32.91739,-117.1525,NR
San Diego_DW0457_Penasquitos,SD_DW0457,32.82655,-117.21406,NR
San Diego_DW0462_Pueblo San Diego,SD_DW0462,32.71001,-117.11015,NR
San Diego_DW0470_Otay River,SD_DW0470,32.58338,-117.09479,NR
